drugid1,drug_smile1
D0R8EV,CCC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
D0Y7CS,CC1=CC=CC(=C1)C(=O)C(C)NC(C)(C)C
D09BYB,CC1=CC=C(C=C1)C(=O)C(C)NC(C)(C)C
DB11665,COC1=CC=CC(NC2=NC=NN3C=CC(CN4CC[C@@H](N)[C@H](O)C4)=C23)=C1
D0OF3M,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O<br />)C(CCCN=C(N)N)NC(=O)CNC
D09BQY,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C=CC
D04ACJ,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=CC=C3Cl
D01IPF,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC(=CC=C3)O
D0A9MY,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=C(C=C3)N
D03OED,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=C(C=C3)F
D0IL0G,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=COC=C3
D0E6GC,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=NC=C3
D0T1CE,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CSC=C3
D07IVD,CCCC(=O)NC1=NNC2=C1C=CC(=C2)CC3=CC=CC=C3
D04VBD,CCCC(=O)NC1=NNC2=C1C=CC(=C2)Br
D0R6TL,CCCC(=O)NC1=NNC2=C1C=CC(=C2)Cl
D0M3SC,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=CC=C(C=C3)C)Cl
D06YMZ,CCCC(=O)NC1=NNC2=C1C=CC(=C2)CCC3=CC=CC=C3
D0EW3L,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
D0S2DW,CN(CC1=CC=CC=C1)CC2=CC=C(C=C2)C3=CC4=CC(=C(C=C4OC3=O)OC<br />)OC
D0FI9G,C1CC2=CC(=O)N3C4=C(C=C(C=C4)O)C5=C3C2=[N+](C1)C=C5.[Cl-<br />]
D0XN8A,C1CC2=CC(=O)N3C4=CC=CC=C4C5=C3C2=[N+](C1)C=C5.[Cl-]
DB06350,CNC1=C(F)C=C2C(NC(=O)N(C2=O)C2=CC=C(NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C=C2)=C1
D00XCC,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)N
D0BV8M,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)N
D0J6SX,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)N
D07YFY,CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)N
D0M0ZB,CC(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC3=CC=CC=C<br />3)C(=O)N)N
D0XR4J,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)N
D05RGO,C1CC(NC1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC3=CC=CC=C3)C(=O<br />)N
D02BOG,CC1=CC=CC=C1CC(C(=O)N)NC(=O)C(CC2=CC=C(C=C2)OC)N
D03DLD,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)N)NC(<br />=O)C(CC3=CC=C(C=C3)O)N
D03FQU,CC(C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(CC3=<br />CC=C(C=C3)O)N
D0DB8W,C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CC=CC=C3<br />)C(=O)NC(CC4=CC=CC=C4)C(=O)O
D0NV9C,C1=CC(=CC=C1S(=O)(=O)NCC(=O)NO)Br
D09ZOA,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NCC(=O)NO
D0XK7G,COC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NO
D0I2XM,C1=CC(=CN=C1)C(CNCCC2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)<br />C4=NC(=CS4)C5=CC=C(C=C5)C(F)(F)F)O.Cl.Cl
D09OPL,C1CCN(CC1)C(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D09HZE,C1COCCN1C(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D00VXE,C1C2CC3CC1CC(C2)(C3)NC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64
D0K7EC,CCN(CC)C(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D00XHC,CC(C)N(C(C)C)C(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0B0ZM,CCCN(CCC)C(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D08ZLS,C1=CC=C(C=C1)CNC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D08NNF,C1CC(C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D09GKY,C1CCC(CC1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D04AWS,C1CCC(C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D0K3YM,CC(C)NC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0G0GZ,CNC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0R2GR,CC(C)(C)CNC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0Y0UV,CC1=CC=CC=C1NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D0D8IH,C1=CC=C(C=C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D0DR7A,CC1=CC=C(C=C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D0DB9T,CC(C)(C)NC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0NO5E,CCOC(=O)NC1=NC(=C(S1)C(=O)C2=CC=CC=C2)C3=CC=CC=C3
DB12569,CCCN1C2=C(NC(=N2)C23CCC(CCC(O)=O)(CC2)CC3)C(=O)N(CCC)C1=O
D08BIP,C1CC(=O)NC2=CC=CC=C21
D0T5DO,CC(C1=CC=C(C=C1)C(=O)C2=CC=C(S2)I)C(=O)O
DB03980,NC1=NC(=CC=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1
D0C1GO,C1=CC(=CC=C1C2=CN(N=C2C(F)(F)F)C3=CC=C(C=C3)S(=O)(=O)N)<br />Br
D00HFT,CC=C1CN2C3CC1C(C45C3(N(C6=C4C=C(C=C6)OC)C)OC2C5)(COC(=O<br />)C7=CC(=C(C=C7)OC)OC)C(=O)OC
D0L8OJ,CC=C1CN2C3CC1C(C45C3(N(C6=C4C=C(C=C6)OC)C)OC2C5)(COC(=O<br />)C7=CC(=C(C(=C7)OC)OC)OC)C(=O)OC
D05AZW,CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)(COC(=O)C7=CC(<br />=C(C=C7)OC)OC)C(=O)OC
D01DIQ,CC=C1CN2C3CC1C(C45C3(NC6=C4C=C(C=C6)OC)OC2C5)(COC(=O)C7<br />=CC(=C(C(=C7)OC)OC)OC)C(=O)OC
D0I2FC,CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)(COC(=O)C7=CC(<br />=C(C(=C7)OC)OC)OC)C(=O)OC
D0R5EF,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CN=CC=C3
D0YM4A,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=CC=CC=C3)Cl
D07PTD,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=CC=C3
D03LRQ,C1=CC=C(C=C1)C(=O)C2=CN(C=C2)CC(=O)O
D0CX4E,C1=CC=C(C=C1)C(=O)C2=CN(C=C2)CCC(=O)O
D0G4CJ,C1=CC=C(C=C1)C(=O)C2=CN(C=C2)CCCC(=O)O
D05ETN,CC1=NC2=C(C=CC=C2OC3=C(C=NC=C3)S(=O)(=O)N)C=C1
D02BMV,C#CCSC1=C(C=NC=C1)S(=O)(=O)N
D05EBZ,C1=CC(=CC=C1C#N)OC2=C(C=NC=C2)S(=O)(=O)N
D08JCC,C1=CC(=CC=C1OC2=C(C=NC=C2)S(=O)(=O)N)F
D0R4KQ,CC1CC=NN1C2=C(C=NC=C2)S(=O)(=O)N
D09TKG,C=CCNC1=C(C=NC=C1)S(=O)(=O)N
D0V5OW,C1=CN=CC(=C1SCC(=O)N)S(=O)(=O)N
D01OTW,C1=CN=CC(=C1SCC#N)S(=O)(=O)N
D0Q5VB,CNNC1=C(C=NC=C1)S(=O)(=O)N
D02NQK,C1=CC=[N+](C(=C1)SC2=C(C=NC=C2)S(=O)(=O)N)[O-]
D05JAJ,C1=CC2=C(C(=C1)OC3=C(C=NC=C3)S(=O)(=O)N)N=CC=C2
D03KRB,C1=CN=CC(=C1SC2=C(C=NC=C2)S(=O)(=O)N)S(=O)(=O)N
D06IOI,C1=CC=C(C=C1)CSC2=C(C=NC=C2)S(=O)(=O)N
D04VSP,CCOC1=C(C=NC=C1)S(=O)(=O)N
D0UM1I,C1=CN=CC(=C1NN)S(=O)(=O)N
D00IKQ,COC1=C(C=NC=C1)S(=O)(=O)N
D0J7GU,CSC1=C(C=NC=C1)S(=O)(=O)N
D01NVD,CC1=C(C(=NO1)C)C2=CC=C(C=C2)CNC(=O)C3=CN=C4C(=C3Cl)C(=N<br />N4C)C
D00ZGW,CCN1C2=NC=C(C(=C2C=N1)Cl)C(=O)NCC3=C(C=C(C=C3)C)C
D0N0OE,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCOCCOCCOCCOCCCCCCCCCC=C
D0N9NS,CC1=CC(=CC=C1)CC(C(=O)O)NC(=O)C2=CC3=CC=CC=C3C=C2
D08TZA,CC1=CC=C(C=C1)CC(C(=O)O)NC(=O)C2=CC3=CC=CC=C3C=C2
D0Q9YG,C1=CC=C(C=C1)C#CCC(C(=O)O)NC(=O)C2=CC3=CC=CC=C3C=C2
D0M9FC,CC1=CC(=CC=C1)CC(CC(=O)O)NC(=O)C2=CC3=CC=CC=C3C=C2
D08MJE,C1=CC=C(C=C1)C=CCC(C(=O)O)NC(=O)C2=CC3=CC=CC=C3C=C2
D08UWZ,CC1=C(N=C(O1)C2=CC=C(C=C2)Cl)COC3=CC=CC(=C3)CN(CC(=O)O)<br />C(=O)OC
D0O7GD,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N3C=CN=N3
D0Z5JD,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O<br />)C(CC2=CC=C(C=C2)O)N
DB09086,COC1=C(O)C=CC(CC=C)=C1
D0W7ZB,CC(=O)NCCCC1=C(C=CC(=C1)OC)OC
D01UIY,CCOC1=C(C=C(C=C1)OC)CCCNC(=O)C
D0F6VI,CC(=O)NCCCC1=C(C=CC(=C1)OC)O
D0D6IK,CCC(=O)NCCCC1=CC(=CC=C1)OC
D07ZQU,CC(=O)NCCCC1=CC(=C(C=C1)O)OC
D09ETU,CCCOC1=C(C=C(C=C1)OC)CCCNC(=O)C
D0R4JZ,CCCCCCC1C(C(C(CN1)O)O)O
D0B1WB,CCCCCCCCCC1C(C(C(CN1)O)O)O
D06YQR,CCCC1C(C(C(CN1)O)O)O
D0W6AF,C1(NC(SC1)c1cnccc1)C(=O)N1CCN(CCC(c2ccccc2)(C)C)CC1.C(=<br />O)(/C=C/C(=O)O)O
D0Y8AB,C1=CC=C(C=C1)C(C(C2=CN=CC=C2)(C3=CN=CC=C3)O)N
D06BMZ,C1COCCN1C(C2=CC=CC=C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
D0A5KP,CCCCC(C(C1=CN=CC=C1)(C2=CN=CC=C2)O)N3CCOCC3
D0K7RO,CCCCCCC(C(C1=CN=CC=C1)(C2=CN=CC=C2)O)N3CCOCC3
D00WKK,C1COCCN1C(C2=CC=CC=C2)C(C3=CN=CC=C3)(C4=CN=CC=C4)O
D0D8JU,C1=CC=C(C=C1)CC(C2=CN=CC=C2)(C3=CN=CC=C3)O
D0R5OF,CC(C)C(C(C1=CC=CC=C1)(C2=CC=CC=C2)O)N3CCOCC3
D04MYT,C1=CNC2=NC=CC(=C21)C3=CNN=C3
DB03860,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCCC(=O)N(C)CCCC)[C@@]21[H]
D07TTR,C1=CC=C2C=C(C=CC2=C1)C(=O)N(CC3=CC=C(C=C3)F)C4=CC=NC=C4
D05EPO,CCCC(N)P(=O)(O)O
D03JAL,CCCCCC(N)P(=O)(O)O
D04XBZ,CCCCCC(N)P(=O)(O)OC1=CC=CC=C1
D0RH4S,CCCCC(N)P(=O)(O)OC1=CC=CC=C1
D03DRF,C=CCSC1=NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N1CC3=CC=CC=C3
D0S4ZT,C=CCSC1=NC2=C(C=C(C=C2)N)C(=O)N1CC3=CC=CC=C3
D01UOO,CCSC1=NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N1CC3=CC=CC=C3
D0UR9D,C1=CC=C(C=C1)CN2C(=O)C3=C(C=CC(=C3)[N+](=O)[O-])NC2=S
D03LVI,C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)SC2=CC=C(C=C2)Cl)[N+](=<br />O)[O-]
D0O3FC,COC1=CC=C(C=C1)C(=O)NC(C(Cl)(Cl)Cl)SC2=CC=C(C=C2)Cl
D06OLJ,C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)SC2=CC=C(C=C2)Cl)Br
D05CRM,C1=CC=C(C=C1)C(=O)NC(C(Cl)(Cl)Cl)SC2=CC=C(C=C2)Cl
D02NED,CC1=NC2=C3N1C4=C(C=C(C=C4)O)C(=O)C3=C(C=C2)NCCN(C)C
D0O6NU,CCN(CC)CCNC1=C2C3=C(C=C1)N=C(N3C4=C(C2=O)C=C(C=C4)O)C
D0A0DN,CCN(CC)CCCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O.Cl
D07JTD,CCN(CC)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O.O.Cl<br />.Cl
DB16244,[H][C@@]12CC[C@H](C(=O)NCC3=NC4=C(N3)C=CC=N4)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])N(C)C(=O)C(F)=C[C@]12C
D05XPL,C[N+]1=CC2=C(C=C1)C3=CC=CC=C3N2.[I-]
D02AFZ,CCC[N+]1=CC2=C(C=C1)C3=CC=CC=C3N2.[I-]
D07YXP,C1=CC=C2C(=C1)C3=C(N2CCCCCN4C5=CC=CC=C5C6=C4C=NC=C6)C=N<br />C=C3
D0Y4SO,C1=CC=C2C(=C1)C3=C(N2CCCCCCCCCN4C5=CC=CC=C5C6=C4C=NC=C6<br />)C=NC=C3
D0W8NK,CCN1C2=CC=CC=C2C3=C1C=[N+](C=C3)C.[I-]
D0H4DW,CCN1C2=CC=CC=C2C3=C1C=NC=C3
D05FLL,CC(=CCC1=C(C=C2C(=C1)C3C(CO2)C4=C(O3)C=C(C=C4)O)O)C
D00PAS,CC(=CCC1=C(C=CC2=C1OC3C2(COC4=C3C=CC(=C4)O)O)OC)C
D0G5PT,C1C2C(C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O
D05GSS,CC1(C=CC2=CC3=C(C=C2O1)OC4C3COC5=C4C=CC(=C5)O)C
D07TDM,CC1(C=CC2=C(O1)C=CC3=C2OC4C3COC5=C4C=CC(=C5)O)C
D0A9CZ,CC(=CCC1=C(C=CC2=C1OC3C2COC4=C3C=CC(=C4)O)O)C
D0D2SE,CCCCCCCCC=CCCCCCCCC(=O)C(C(C(F)(F)F)(F)F)(F)F
D09ZUX,C1=CC=C(C=C1)CCCC(C(=O)C(C(F)(F)F)(F)F)F
D05TGU,C1=CC=C(C=C1)CCCC(C(=O)C(F)(F)F)F
D0C1XE,C1CCNC(C1)COC2=CC=C(C=C2)CC3=CC=CC=C3
D00FDS,C1CCNC(C1)COC2=CC=C(C=C2)OC3=CC=CC=C3
D0H9NZ,C1CNC(CN1)COC2=CC=C(C=C2)CC3=CC=CC=C3
D07ZJS,C1CCNC(C1)COC2=CC=C(C=C2)CC3=CC=CC=C3
D00TNN,C1CCNC(C1)COC2=CC=C(C=C2)OC3=CC=CC=C3
D05NXQ,C1CCNC(C1)COC2=CC=C(C=C2)OC3=CC=CC=C3
DB11645,CN1N=CC=C1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1
D0G3IT,CC1(C(=O)N(C(=S)N1C)C2=CC(=C(C=C2)C#N)C(F)(F)F)C
D04TGN,C1=CC=C2C(=C1)C(=O)C(=CO2)C(=O)O
D04UDT,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)C)C2=CC(=CC=C2)[N+](=O)[<br />O-])C(=O)OC
D01MAN,CC1=NC2=C(C=C1)C=CC(=C2)C3=CC(=C(C=C3)OCC4=CC=CC=C4)C#N
D0A8QA,CC1=NC2=C(C=C1)C=CC(=C2)C3=CN=C(C(=C3)C#N)Cl
D0QE0D,CC1=CC=CC(=N1)C#CC2=CC(=CN=C2)C#N
D0M1EI,CC1=NC2=C(C=C1)C=CC(=C2)C3=CC(=C(C=C3)C4=CC=CC=C4)C#N
D0I1TB,CC1=NC2=C(C=C1)C=CC(=C2)C3=CN=C(C(=C3)C#N)C4=CC=CC=C4
D0YZ8G,CC1=NC2=C(C=C1)C=CC(=C2)C3=C(C=C(C=C3)Cl)C#N
D0J2PO,CC(=C)C1CC2=C(C3=C1C(=C(C=C3O)O)O)OC4=C5C=CC(OC5=CC(=C4<br />C2=O)O)(C)C
D07JDD,CC(=CCC1=C(C2=C(C(=C1O)CC=C(C)C)OC3=C(C2=O)CC(C4=C3C(=C<br />C(=C4O)O)O)C(=C)C)O)C
DB15495,COC1=CC=C(C=C1)[C@@]12OC3=C(C(OC)=CC(OC)=C3)[C@]1(O)[C@H](O)[C@@H]([C@H]2C1=CC=CC=C1)C(=O)N(C)C
D0B5SF,CC1=C(C=C(C=C1)NCCC2=CN=CN2)C
D0Q8CE,CC(C)(C)C1=CC(=CC=C1)NCCC2=CN=CN2
D0UO2Z,C1CCC(CC1)C2=CC=C(C=C2)NCCC3=CN=CN3
D0HF4I,COC1=CC=C(C=C1)SCCC2=CN=CN2
D0M2HC,CC1=CC=C(C=C1)NCCC2=CN=CN2
D0X5DB,CC(C)(C)C1=CC=C(C=C1)NCCC2=CN=CN2
D07TST,C1CCC(CC1)NCCC2=CN=CN2
D02INJ,C1=CC=C(C=C1)NCCC2=CN=CN2
DB06156,CCOC[C@H]1[C@H]2CC[C@@H](C[C@@H]1C1=CC(Cl)=C(Cl)C=C1)N2C
D07GTW,OP1(=O)OCC2OC3Nc4nc([nH]c(=O)c4NC3C(O)(O)C2O1)N
D0Q4LX,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC4=CC=CC=C4O3)N
D0I2KC,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CO3)N
D0A4KW,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=COC=C3)N
D07BMT,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=NC=C3)N
D0Y4SD,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=NC=CS3)N
D08USK,CC(=O)C1=CC=CC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D01TSM,CC(=O)C1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D06IWR,COC1=CC=CC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D07WSB,CC1=CC=CC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D0H4SC,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=C(C=C3)Br)N
D08YLO,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=C(C=C3)F)N
D0W2PX,COC1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D05RWU,C=CC1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D02PDP,C1=CC=C(C=C1)C2=CC(=CC(=N2)C3=CC=CC=C3)C4=CC(=CC=C4)O
D08YKN,C1=CC=C(C=C1)C2=NC(=CC(=C2)C3=CC(=CC=C3)O)C4=CC=CS4
D0V2KV,C1=CC=C(C=C1)C2=NC(=CC(=C2)C3=CC(=CC=C3)O)C4=CSC=C4
D0I6EJ,C1=CC=C(C=C1)C2=CC(=NC(=C2)C3=CC=NC=C3)C4=CC(=CC=C4)O
D00WYS,C1=CC=C(C=C1)C2=CC(=NC(=C2)C3=CC=CS3)C4=CC(=CC=C4)O
D03JZQ,C1=CC=C(C=C1)C2=CC(=NC(=C2)C3=CSC=C3)C4=CC(=CC=C4)O
D08NFP,C1=CC=C(C=C1)C2=CC(=NC(=C2)C3=CC=CO3)C4=CC(=CC=C4)O
D0M0WX,C1=CC=C(C=C1)C2=NC(=CC(=C2)C3=CC(=CC=C3)O)C4=CC=NC=C4
D0MI5C,C1=CC=C(C=C1)C2=CC(=NC(=C2)C3=CC(=CC=C3)O)C4=CC(=CC=C4)<br />O
D08OYH,CC(=O)OC1=C2C(=CC(=C1)OCCO[N+](=O)[O-])OC(=CC2=O)C3=CC=<br />CC=C3
D01KAM,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OCCO[N+](=O)[O-])<br />O
D0J1PG,CC1=CC2=C(C=C1CSCC(C(=O)O)N)N(C3=NC(=O)NC(=O)C3=N2)CC(C<br />(C(CO)O)O)O
D02SIT,C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)N5C=CN=C5
D0P3ND,C1=CC(=CC2=C1C=CC(=C2)F)CN3C=CN=C3
D0C3XU,CC1=CCC2C1C3C(CCC2)C(=C)C(=O)O3
D04TBB,CC1C2CCC(C3CC=C(C3C2OC1=O)C)(C)O
D07JKK,COC1=C(C=C(C=C1)C2=C(C(=O)OC2)C3=CC(=C(C=C3)OC)OC)OC
D0SY6C,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O
D0V0DB,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=C(C=CC=C4O)C=C3
D0V1UY,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=CN=C3
D0U9QB,CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C(=CC2=O)C
D06HJB,CC1=C2CC3C(C2C4C(CC1)C(=C)C(=O)O4)(O3)C
D0M0FE,C1=CC(=CC=C1CCN2C=CN=C2)[N+](=O)[O-]
D00PUR,C1=CC=C2C(=C1)C=C(S2)C3=CC=CC(=C3)C4=CC(=CC=C4)O
D06CED,C1=CC(=CC(=C1)C2=CC=C(S2)Cl)C3=CC(=CC=C3)O
D0QX5D,C1=CC(=CC(=C1)O)C2=CC(=NC=C2)C3=CC=C(S3)Cl
D0A7PU,C1=CC(=CC(=C1)O)C2=NC=CC(=C2)C3=CC=C(S3)Cl
D05AIT,C1=CC(=CC(=C1)O)C2=NC(=CC=C2)C3=CC=C(S3)Cl
D0Q6AD,C1=CC(=CC(=C1)O)C2=CC=C(C=C2)C3=CC=C(S3)Cl
D0G5CP,COC1=NC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)O
D06NXC,CC(C)(C)OC(=O)NC(CCCCNC(=O)OCC1=CC=CC=C1)C(=O)O.C1CCC(C<br />C1)NC2CCCCC2
D06DDA,CN1C(=O)CC23C14CC(C5=C2C(=C(C=C5)OC)O)OC4(C(C(C3)OC(=O)<br />C=CC6=CC=CC=C6)OC)OC
D0N6ZO,CN1CCC23C14CC(C5=C2C(=C(C=C5)OC)O)OC4(C(C(C3)OC(=O)C=CC<br />6=CC(=C(C=C6)OC)O)OC)OC
D05EXX,CN1C(=O)CC23C1(CCC4=C2C(=C(C=C4)OC)O)C(=C(C(=O)C3)OC)OC
D0Q3XK,CN1CCC23C14CC(C5=C2C(=C(C=C5)OC)O)OC4(C(C(C3)O)OC)O
D0D4AU,CN1CCC23C14CC(C5=C2C(=C(C=C5)OC)O)OC4(C(=CC3)OC)O
D0D6HI,CCC1=CNC(=C1OC2=CC=C(C=C2)C#N)CC
D0H2MF,CNC(=O)CN1C=C(C(=C1C2CC2)OC3=CC=C(C=C3)C#N)C4CC4
D02AFI,C1=CN(C(=O)N=C1N)C2C(C(C(C(O2)CO)O)O)O
D0P1XH,C1=CN(C(=O)NC1=O)C2C(C(C(C(O2)CO)O)O)O
D0A4FU,C=CCC1=CC=CC=C1OCC(CN2CCOCC2)O
D04HXF,CC(C)C1=CC=CC=C1OCC(CN2CCOCC2)O
D0D6BH,C1=CC=C(C=C1)CC2=CC(=C(C=C2CC3=CC=CC=C3)O)O
DB05959,COC1=C(C=C2CC[C@H]3[C@@H]4CC=C[C@@]4(C)CC[C@@H]3C2=C1)C(N)=O
D0A2BO,OC[C@@H]1[C@@H](OP(=O)(OC[C@H]2O[C@@H](n3c4nc([nH]c(=O)<br />c4nc3)N)C[C@@H]2O)[O-])C[C@@H](O1)n1c(=O)nc(nc1)N.[Na+]
D0J5UK,CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C<br />(CC2=CC=C(C=C2)O)N
D0T0BE,C1=CC=C(C=C1)C(=O)NC(=O)NCCCCCCC(=O)NO
D03ZUZ,C1=CC=C(C=C1)C(=O)NC(=O)NCCCCCCCC(=O)NO
D0S7TM,C1(=NNC(=S)S1)C2=NNC(=S)S2
D05OML,C1=CC(=CC(=C1)O)C2=NNC(=S)O2
D04QYN,C1=CN=CC=C1C2=NNC(=S)O2
D02UKE,C1=CN=CC=C1C2=NNC(=S)S2
D0H5WY,C1=C(C(=C(C(=C1O)O)Br)Br)CC2=CC(=C(C(=C2Br)Br)O)O
D03TYV,C1=C(C(=C(C(=C1O)O)Br)Br)CC2=CC(=C(C(=C2Br)Br)O)O
D01IFR,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=NNC(=S)O3
D0G9WX,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=NNC(=S)S3
D0Z8MX,C1=CC=C(C=C1)CC2=NNC(=S)O2
D0Q6UT,C1CCC(CC1)C2=NNC(=S)O2
D07KXZ,C1=CC=C(C=C1)C2=NNC(=S)O2
D0N3DW,C1=CC=C(C=C1)C2=NNC(=S)S2
D0R4DK,CC(=O)CSC1=CN=NN1C2=CC=CC=C2
D0Y9XK,C1=CC=C(C=C1)C(=O)COC2=CN=NN2C3=CC=CC=C3
D06CPL,C1=CC=C(C=C1)CC(=O)CCC2=NN=NN2C3=CC=CC=C3
D0K1YY,C1=CC=C(C=C1)CSC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O
D06NXK,CC1CCCN1CCC2=CC3=C(C=C2)N=CC=C3
D0SQ1T,C(C1C(C(C(N1)CO)O)O)O
D0RU5N,CC1C(NC(C(C1O)O)CO)CCC=C
D07RRH,CCCCC1C(C(C(C(N1)CO)O)O)C
